Loan_ID,Account_ID,Loan_Date,Loan_Amount,Duration,Payments,Status,Frequency,Account_Date,Client_ID,owner_count,user_count,is_joint_account,txn_count,active_days,Avg_Trans_Amount,Total_Trans_Amount,Avg_Balance,Balance_Volatility,Total_Credit,Total_Debit,Net_Cashflow,Order_Count,Total_Order_Amount,Avg_Order_Amount,card_count,has_card,gold_card_count,district_name,region,avg_salary,unemployment_rate_1,unemployment_rate_2,avg_unemployment_rate,entrepreneurs_per_1000,crimes_1,crimes_2
5420,2247,1997-02-24,72504,24,3021,C,"POPLATEK MESICNE",1996-04-13,2721,1,0,0,0,0,0,0,0,0,0,0,0,5,6667,1333.4,0,0,0,"Karlovy Vary","west Bohemia",8991,1.39,2.01,1.6999999928474425,128,5198,5273
5207,1244,1997-02-28,35904,48,748,C,"POPLATEK MESICNE",1996-05-08,1501,1,0,0,0,0,0,0,0,0,0,0,0,5,4233,846.6,0,0,0,"Frydek - Mistek","north Moravia",9893,4.09,4.72,4.405000076293945,96,5623,5887
5682,3455,1997-03-07,67464,12,5622,A,"POPLATEK MESICNE",1996-03-13,4177,1,0,0,0,0,0,0,0,0,0,0,0,1,5622.5,5622.5,0,0,0,Chomutov,"north Bohemia",9675,6.43,7.68,7.054999914169311,100,5323,5190
5382,2134,1997-03-17,22932,36,637,C,"POPLATEK MESICNE",1996-08-06,2581,1,0,0,0,0,0,0,0,0,0,0,0,3,4396,1465.33,0,0,0,"Usti nad Orlici","east Bohemia",8363,2.52,3.49,3.004999990463257,108,2564,2799
5110,675,1997-04-01,102240,60,1704,C,"POPLATEK MESICNE",1995-08-03,810,1,0,1,0,0,0,0,0,0,0,0,0,2,8062,4031,1,1,0,Jihlava,"south Moravia",8757,3.38,3.95,3.665000057220459,96,2212,2471
5210,1252,1997-04-01,148140,36,4115,C,"POPLATEK TYDNE",1995-07-26,1511,1,0,0,0,0,0,0,0,0,0,0,0,1,4114.7001953125,4114.7,0,0,0,Rakovnik,"central Bohemia",8598,2.77,3.26,3.0149999904632567,123,1597,1875
5005,176,1997-04-10,27456,12,2288,A,"POPLATEK TYDNE",1996-08-12,215,1,0,0,0,0,0,0,0,0,0,0,0,4,6985.300048828125,1746.33,0,0,0,"Novy Jicin","north Moravia",8678,5.93,5.57,5.749999914169312,102,4980,4595
5363,2051,1997-04-22,293880,60,4898,D,"POPLATEK TYDNE",1995-11-08,2489,1,0,0,0,0,0,0,0,0,0,0,0,1,4898.2001953125,4898.2,1,1,1,Zlin,"south Moravia",9624,1.6,2.31,1.955000011920929,145,4484,4265
5072,472,1997-04-28,196800,24,8200,D,"POPLATEK MESICNE",1996-10-11,568,1,0,0,0,0,0,0,0,0,0,0,0,1,8200.2001953125,8200.2,0,0,0,"Mlada Boleslav","central Bohemia",11277,1.25,1.44,1.345,127,5179,4987
5634,3229,1997-05-01,39024,12,3252,A,"POPLATEK MESICNE",1995-11-18,3906,1,0,0,0,0,0,0,0,0,0,0,0,3,16491.199951171875,5497.07,1,1,0,Zlin,"south Moravia",9624,1.6,2.31,1.955000011920929,145,4484,4265
5039,314,1997-05-03,66840,24,2785,C,"POPLATEK PO OBRATU",1996-01-26,383,1,0,1,0,0,0,0,0,0,0,0,0,2,16476,8238,0,0,0,"Cesky Krumlov","south Bohemia",9045,3.13,3.6,3.365000057220459,124,1845,1879
5532,2754,1997-05-04,335280,48,6985,C,"POPLATEK TYDNE",1996-01-26,3326,1,0,0,0,0,0,0,0,0,0,0,0,3,10093.2998046875,3364.43,0,0,0,Hodonin,"south Moravia",8720,3.73,4.5,4.115000009536743,116,3729,3651
5451,2350,1997-05-11,159744,48,3328,C,"POPLATEK MESICNE",1996-08-04,2841,1,0,0,0,0,0,0,0,0,0,0,0,3,9166.199951171875,3055.4,1,1,0,Pisek,"south Bohemia",8968,2.83,3.35,3.089999961853027,131,1740,1910
5556,2872,1997-05-19,268320,60,4472,C,"POPLATEK MESICNE",1996-09-04,3471,1,0,0,0,0,0,0,0,0,0,0,0,3,12571,4190.33,0,0,0,"Hl.m. Praha",Prague,12541,0.29,0.43,0.35999999582767483,167,85677,99107
5253,1447,1997-06-03,100080,48,2085,C,"POPLATEK MESICNE",1997-02-20,1755,1,0,0,0,0,0,0,0,0,0,0,0,2,10294.699951171875,5147.35,0,0,0,Znojmo,"south Moravia",8403,5.74,5.72,5.7299998855590815,105,2157,2718
5674,3418,1997-06-10,207264,48,4318,C,"POPLATEK PO OBRATU",1996-09-02,4132,1,0,1,0,0,0,0,0,0,0,0,0,1,4318,4318,0,0,0,"Havlickuv Brod","east Bohemia",8388,2.41,2.94,2.675000042915344,87,1658,1668
5486,2516,1997-06-13,466608,48,9721,C,"POPLATEK MESICNE",1995-11-16,3038,1,0,0,0,0,0,0,0,0,0,0,0,1,9721,9721,0,0,0,"Kutna Hora","central Bohemia",8546,2.95,4.02,3.4850000238418577,126,2640,3120
5174,1093,1997-06-13,385104,48,8023,C,"POPLATEK MESICNE",1996-01-14,1311,1,0,0,0,0,0,0,0,0,0,0,0,2,18283.7998046875,9141.9,0,0,0,"Brno - mesto","south Moravia",9897,1.6,1.96,1.780000011920929,140,18721,18696
5214,1270,1997-07-01,74772,36,2077,C,"POPLATEK PO OBRATU",1996-06-07,1533,1,0,0,0,0,0,0,0,0,0,0,0,2,6239.300048828125,3119.65,0,0,0,"Brno - venkov","south Moravia",8743,1.88,2.43,2.154999997615814,111,3659,3894
5063,442,1997-07-10,357840,48,7455,D,"POPLATEK MESICNE",1997-03-30,533,1,0,0,0,0,0,0,0,0,0,0,0,3,15129,5043,0,0,0,"Brno - mesto","south Moravia",9897,1.6,1.96,1.780000011920929,140,18721,18696
5041,319,1997-07-11,369000,60,6150,C,"POPLATEK TYDNE",1995-10-17,389,1,0,0,0,0,0,0,0,0,0,0,0,4,9818.5,2454.62,0,0,0,Pardubice,"east Bohemia",9538,1.51,1.81,1.6599999952316284,111,6079,5410
5086,525,1997-07-16,210384,48,4383,C,"POPLATEK MESICNE",1996-03-20,631,1,0,0,0,0,0,0,0,0,0,0,0,2,10836.7001953125,5418.35,0,0,0,Karvina,"north Moravia",10177,6.63,7.75,7.190000057220459,81,9878,10108
5270,1528,1997-07-21,191088,48,3981,C,"POPLATEK MESICNE",1996-06-08,1852,1,0,0,0,0,0,0,0,0,0,0,0,1,3981,3981,0,0,0,Svitavy,"east Bohemia",8187,4.83,5.45,5.139999961853027,94,2123,2134
5377,2116,1997-08-04,92400,12,7700,A,"POPLATEK MESICNE",1996-05-02,2560,1,0,0,0,0,0,0,0,0,0,0,0,3,12413.7998046875,4137.93,1,1,0,Karvina,"north Moravia",10177,6.63,7.75,7.190000057220459,81,9878,10108
5446,2334,1997-08-04,48312,24,2013,C,"POPLATEK MESICNE",1996-03-19,2822,1,0,0,0,0,0,0,0,0,0,0,0,2,12720,6360,0,0,0,Svitavy,"east Bohemia",8187,4.83,5.45,5.139999961853027,94,2123,2134
4986,97,1997-08-10,102876,12,8573,A,"POPLATEK MESICNE",1996-05-05,116,1,0,1,0,0,0,0,0,0,0,0,0,5,12438,2487.6,1,1,0,"Ostrava - mesto","north Moravia",10673,4.75,5.44,5.095000000000001,100,18782,18347
5117,718,1997-08-20,76944,12,6412,A,"POPLATEK MESICNE",1996-03-03,861,1,0,0,0,0,0,0,0,0,0,0,0,4,20301,5075.25,1,1,0,"Hl.m. Praha",Prague,12541,0.29,0.43,0.35999999582767483,167,85677,99107
5389,2165,1997-08-22,78600,24,3275,C,"POPLATEK MESICNE",1997-04-08,2621,1,0,0,0,0,0,0,0,0,0,0,0,2,15767.800048828125,7883.9,0,0,0,Trutnov,"east Bohemia",8541,2.51,2.97,2.7399999952316287,131,3496,3839
5367,2064,1997-08-26,83628,36,2323,C,"POPLATEK MESICNE",1996-12-30,2503,1,0,0,0,0,0,0,0,0,0,0,0,1,2322.699951171875,2322.7,0,0,0,"Brno - mesto","south Moravia",9897,1.6,1.96,1.780000011920929,140,18721,18696
5638,3249,1997-08-27,68124,12,5677,A,"POPLATEK MESICNE",1996-10-11,3929,1,0,0,0,0,0,0,0,0,0,0,0,2,13874,6937,0,0,0,"Ostrava - mesto","north Moravia",10673,4.75,5.44,5.095000000000001,100,18782,18347
5338,1888,1997-08-30,57360,12,4780,B,"POPLATEK MESICNE",1996-10-21,2291,1,0,0,0,0,0,0,0,0,0,0,0,4,12032,3008,0,0,0,"Kutna Hora","central Bohemia",8546,2.95,4.02,3.4850000238418577,126,2640,3120
5718,3637,1997-09-01,14028,12,1169,A,"POPLATEK MESICNE",1995-10-28,4386,1,0,0,0,0,0,0,0,0,0,0,0,3,6265,2088.33,0,0,0,Blansko,"south Moravia",8240,2.53,3.56,3.0449999856948855,99,1850,1903
5229,1329,1997-09-06,23520,12,1960,A,"POPLATEK MESICNE",1996-09-16,1608,1,0,1,0,0,0,0,0,0,0,0,0,3,10409.199951171875,3469.73,0,0,0,Blansko,"south Moravia",8240,2.53,3.56,3.0449999856948855,99,1850,1903
5206,1242,1997-09-07,128544,24,5356,C,"POPLATEK PO OBRATU",1996-11-24,1499,1,0,0,0,0,0,0,0,0,0,0,0,5,14399.7001953125,2879.94,0,0,0,"Ostrava - mesto","north Moravia",10673,4.75,5.44,5.095000000000001,100,18782,18347
4990,110,1997-09-08,162576,36,4516,C,"POPLATEK MESICNE",1996-07-17,132,1,0,0,0,0,0,0,0,0,0,0,0,3,7664,2554.67,1,1,0,Liberec,"north Bohemia",9198,3.33,4.28,3.8049999618530275,131,5796,6132
5369,2080,1997-09-12,214596,36,5961,C,"POPLATEK MESICNE",1997-04-27,2522,1,0,1,0,0,0,0,0,0,0,0,0,2,19589,9794.5,1,1,0,"Ostrava - mesto","north Moravia",10673,4.75,5.44,5.095000000000001,100,18782,18347
5236,1374,1997-09-15,389136,48,8107,C,"POPLATEK MESICNE",1996-09-26,1662,1,0,0,0,0,0,0,0,0,0,0,0,1,8107.2998046875,8107.3,0,0,0,Blansko,"south Moravia",8240,2.53,3.56,3.0449999856948855,99,1850,1903
5719,3664,1997-09-20,271584,48,5658,C,"POPLATEK MESICNE",1996-04-28,4417,1,0,0,0,0,0,0,0,0,0,0,0,1,5658,5658,1,1,0,"Hl.m. Praha",Prague,12541,0.29,0.43,0.35999999582767483,167,85677,99107
5643,3273,1997-09-21,94512,12,7876,B,"POPLATEK MESICNE",1995-12-29,3962,1,0,0,0,0,0,0,0,0,0,0,0,1,7876,7876,0,0,0,"Ostrava - mesto","north Moravia",10673,4.75,5.44,5.095000000000001,100,18782,18347
5531,2753,1997-09-30,66432,24,2768,C,"POPLATEK MESICNE",1996-02-13,3324,1,0,1,0,0,0,0,0,0,0,0,0,2,9637,4818.5,0,0,0,"Plzen - mesto","west Bohemia",10787,2.64,3.09,2.8650000524520873,131,6041,6261
5343,1906,1997-10-08,44952,24,1873,C,"POPLATEK MESICNE",1996-08-01,2316,1,0,0,0,0,0,0,0,0,0,0,0,3,9385.800048828125,3128.6,0,0,0,"Hl.m. Praha",Prague,12541,0.29,0.43,0.35999999582767483,167,85677,99107
5051,378,1997-10-11,230400,60,3840,C,"POPLATEK MESICNE",1996-07-22,458,1,0,0,0,0,0,0,0,0,0,0,0,5,13567.199951171875,2713.44,0,0,0,"Frydek - Mistek","north Moravia",9893,4.09,4.72,4.405000076293945,96,5623,5887
5681,3448,1997-10-20,68664,24,2861,C,"POPLATEK TYDNE",1996-06-06,4169,1,0,1,0,0,0,0,0,0,0,0,0,1,2860.699951171875,2860.7,0,0,0,Jihlava,"south Moravia",8757,3.38,3.95,3.665000057220459,96,2212,2471
5398,2187,1997-11-04,53472,12,4456,A,"POPLATEK TYDNE",1996-02-26,2647,1,0,1,0,0,0,0,0,0,0,0,0,1,4456,4456,0,0,0,Nymburk,"central Bohemia",8899,3.39,3.97,3.6800000524520877,149,2987,2487
5731,3711,1997-11-05,460980,60,7683,D,"POPLATEK MESICNE",1997-05-08,4474,1,0,0,0,0,0,0,0,0,0,0,0,1,7683.2001953125,7683.2,0,0,0,Beroun,"central Bohemia",8980,1.95,2.21,2.080000023841858,111,2824,2813
5447,2335,1997-11-12,541200,60,9020,D,"POPLATEK MESICNE",1996-04-04,2823,1,0,0,0,0,0,0,0,0,0,0,0,5,14286,2857.2,0,0,0,Karvina,"north Moravia",10177,6.63,7.75,7.190000057220459,81,9878,10108
5281,1580,1997-11-27,194256,24,8094,C,"POPLATEK MESICNE",1996-01-08,1913,1,0,0,0,0,0,0,0,0,0,0,0,1,8094.2001953125,8094.2,1,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5103,666,1997-11-28,12540,12,1045,A,"POPLATEK MESICNE",1996-03-15,798,1,0,1,0,0,0,0,0,0,0,0,0,4,8218,2054.5,1,1,0,"Plzen - jih","west Bohemia",8561,0.65,1.29,0.9699999880790711,110,1029,1127
5584,2986,1997-12-06,24792,24,1033,C,"POPLATEK MESICNE",1996-04-09,3606,1,0,0,0,0,0,0,0,0,0,0,0,3,5724,1908,1,1,0,Vyskov,"south Moravia",8288,3.79,4.52,4.1549999809265135,110,1562,1460
4988,103,1997-12-06,265320,36,7370,D,"POPLATEK MESICNE",1996-03-10,124,1,0,0,0,0,0,0,0,0,0,0,0,1,7370.2001953125,7370.2,0,0,0,Chrudim,"east Bohemia",8254,2.79,3.76,3.2749999809265136,97,2166,2325
5651,3329,1997-12-08,19248,12,1604,A,"POPLATEK MESICNE",1996-10-12,4024,1,0,1,0,0,0,0,0,0,0,0,0,2,10853,5426.5,0,0,0,Beroun,"central Bohemia",8980,1.95,2.21,2.080000023841858,111,2824,2813
4962,25,1997-12-08,30276,12,2523,A,"POPLATEK MESICNE",1996-07-28,31,1,0,0,0,0,0,0,0,0,0,0,0,4,10614.199951171875,2653.55,0,0,0,"Frydek - Mistek","north Moravia",9893,4.09,4.72,4.405000076293945,96,5623,5887
5043,339,1997-12-25,468060,60,7801,C,"POPLATEK TYDNE",1996-09-11,414,1,0,1,0,0,0,0,0,0,0,0,0,3,11936.2001953125,3978.73,1,1,0,Nachod,"east Bohemia",8369,1.79,2.31,2.049999980926514,117,2854,2618
5469,2445,1997-12-26,293160,60,4886,C,"POPLATEK MESICNE",1996-07-07,2952,1,0,0,0,0,0,0,0,0,0,0,0,1,4886,4886,0,0,0,"Usti nad Orlici","east Bohemia",8363,2.52,3.49,3.004999990463257,108,2564,2799
5320,1819,1998-01-11,143676,36,3991,C,"POPLATEK TYDNE",1996-10-21,2205,1,0,0,0,0,0,0,0,0,0,0,0,4,14445.800048828125,3611.45,0,0,0,"Brno - venkov","south Moravia",8743,1.88,2.43,2.154999997615814,111,3659,3894
5245,1407,1998-01-17,125472,24,5228,C,"POPLATEK PO OBRATU",1997-04-11,1705,1,0,1,0,0,0,0,0,0,0,0,0,2,20109.7001953125,10054.85,0,0,0,Prachatice,"south Bohemia",8402,3.13,3.98,3.555000057220459,120,999,1099
5260,1480,1998-01-19,123300,36,3425,C,"POPLATEK TYDNE",1996-07-03,1793,1,0,0,0,0,0,0,0,0,0,0,0,1,3425.199951171875,3425.2,1,1,0,"Usti nad Labem","north Bohemia",9832,3.32,4.48,3.899999966621399,114,6445,5471
5569,2936,1998-01-20,504000,60,8400,C,"POPLATEK MESICNE",1996-03-27,3546,1,0,0,0,0,0,0,0,0,0,0,0,2,12647,6323.5,0,0,0,Beroun,"central Bohemia",8980,1.95,2.21,2.080000023841858,111,2824,2813
5360,2035,1998-01-25,176328,36,4898,C,"POPLATEK MESICNE",1996-05-10,2470,1,0,1,0,0,0,0,0,0,0,0,0,5,14433.2001953125,2886.64,0,0,0,Blansko,"south Moravia",8240,2.53,3.56,3.0449999856948855,99,1850,1903
5287,1638,1998-01-26,64224,24,2676,C,"POPLATEK TYDNE",1996-11-12,1985,1,0,1,0,0,0,0,0,0,0,0,0,2,12425,6212.5,0,0,0,"Kutna Hora","central Bohemia",8546,2.95,4.02,3.4850000238418577,126,2640,3120
5332,1869,1998-01-29,37944,36,1054,C,"POPLATEK MESICNE",1996-06-14,2267,1,0,0,0,0,0,0,0,0,0,0,0,1,1054,1054,1,1,0,"Hl.m. Praha",Prague,12541,0.29,0.43,0.35999999582767483,167,85677,99107
5124,785,1998-02-12,156096,36,4336,C,"POPLATEK TYDNE",1997-08-09,939,1,0,0,0,0,0,0,0,0,0,0,0,2,11730.7998046875,5865.4,0,0,0,Tabor,"south Bohemia",9104,1.51,2.07,1.7899999952316283,123,2299,2354
5491,2545,1998-02-13,428784,48,8933,C,"POPLATEK MESICNE",1996-12-04,3072,1,0,1,0,0,0,0,0,0,0,0,0,4,12954,3238.5,0,0,0,"Hl.m. Praha",Prague,12541,0.29,0.43,0.35999999582767483,167,85677,99107
5140,873,1998-02-24,178500,60,2975,C,"POPLATEK MESICNE",1997-04-26,1051,1,0,0,0,0,0,0,0,0,0,0,0,4,7604,1901,0,0,0,Opava,"north Moravia",8746,3.33,3.74,3.5349999618530275,90,4355,4433
5384,2142,1998-03-07,23328,12,1944,C,"POPLATEK MESICNE",1997-09-01,2590,1,0,1,0,0,0,0,0,0,0,0,0,2,11712,5856,0,0,0,"Havlickuv Brod","east Bohemia",8388,2.41,2.94,2.675000042915344,87,1658,1668
5665,3390,1998-03-11,40632,12,3386,C,"POPLATEK TYDNE",1996-12-22,4099,1,0,0,0,0,0,0,0,0,0,0,0,5,6904.5,1380.9,0,0,0,Pribram,"central Bohemia",8754,3.83,4.31,4.069999961853027,137,3804,3868
5061,440,1998-03-13,84288,48,1756,C,"POPLATEK MESICNE",1996-12-22,530,1,0,0,0,0,0,0,0,0,0,0,0,2,7581,3790.5,0,0,0,Rokycany,"west Bohemia",8843,2.82,3.6,3.2099999666213987,113,818,888
5158,1004,1998-04-11,188532,36,5237,C,"POPLATEK MESICNE",1996-07-02,1208,1,0,0,0,0,0,0,0,0,0,0,0,1,5237,5237,0,0,0,Karvina,"north Moravia",10177,6.63,7.75,7.190000057220459,81,9878,10108
5172,1083,1998-04-16,50976,36,1416,C,"POPLATEK MESICNE",1996-12-06,1300,1,0,0,0,0,0,0,0,0,0,0,0,4,8532,2133,0,0,0,Jicin,"east Bohemia",8390,2.28,2.89,2.5849999856948855,132,2080,2122
5582,2982,1998-04-17,41256,12,3438,C,"POPLATEK MESICNE",1996-06-04,3601,1,0,1,0,0,0,0,0,0,0,0,0,5,11994,2398.8,1,1,1,Prachatice,"south Bohemia",8402,3.13,3.98,3.555000057220459,120,999,1099
4968,38,1998-04-19,110736,48,2307,C,"POPLATEK TYDNE",1997-08-08,46,1,0,0,0,0,0,0,0,0,0,0,0,4,9666.800048828125,2416.7,0,0,0,Prachatice,"south Bohemia",8402,3.13,3.98,3.555000057220459,120,999,1099
5525,2720,1998-04-27,93888,36,2608,C,"POPLATEK TYDNE",1997-06-16,3284,1,0,1,0,0,0,0,0,0,0,0,0,3,13533.199951171875,4511.07,0,0,0,Benesov,"central Bohemia",8507,1.67,1.85,1.759999978542328,132,2159,2674
5616,3143,1998-05-15,130896,24,5454,C,"POPLATEK MESICNE",1996-10-18,3800,1,0,1,0,0,0,0,0,0,0,0,0,2,9928,4964,0,0,0,Louny,"north Bohemia",8965,7.08,8.23,7.654999961853028,104,2653,2822
5501,2622,1998-05-21,136344,24,5681,C,"POPLATEK MESICNE",1996-08-21,3163,1,0,1,0,0,0,0,0,0,0,0,0,2,12748,6374,0,0,0,"Hl.m. Praha",Prague,12541,0.29,0.43,0.35999999582767483,167,85677,99107
5699,3562,1998-05-24,174960,24,7290,C,"POPLATEK MESICNE",1996-07-19,4299,1,0,0,0,0,0,0,0,0,0,0,0,1,7290.5,7290.5,0,0,0,Svitavy,"east Bohemia",8187,4.83,5.45,5.139999961853027,94,2123,2134
5313,1776,1998-05-27,43200,24,1800,C,"POPLATEK MESICNE",1997-07-27,2153,1,0,0,0,0,0,0,0,0,0,0,0,2,7510,3755,0,0,0,Liberec,"north Bohemia",9198,3.33,4.28,3.8049999618530275,131,5796,6132
5683,3460,1998-05-29,140688,48,2931,C,"POPLATEK MESICNE",1997-04-08,4182,1,0,1,0,0,0,0,0,0,0,0,0,1,2931,2931,0,0,0,"Jindrichuv Hradec","south Bohemia",8427,1.12,1.54,1.3300000023841858,107,1874,1913
5034,303,1998-05-30,112752,36,3132,C,"POPLATEK MESICNE",1996-07-25,370,1,0,0,0,0,0,0,0,0,0,0,0,2,6935,3467.5,1,1,0,"Novy Jicin","north Moravia",8678,5.93,5.57,5.749999914169312,102,4980,4595
5435,2279,1998-06-01,314688,48,6556,C,"POPLATEK TYDNE",1996-10-30,2759,1,0,0,0,0,0,0,0,0,0,0,0,1,6556.2998046875,6556.3,1,1,0,Benesov,"central Bohemia",8507,1.67,1.85,1.759999978542328,132,2159,2674
5589,3005,1998-06-05,390000,48,8125,C,"POPLATEK PO OBRATU",1997-01-11,3629,1,0,0,0,0,0,0,0,0,0,0,0,3,22704.2998046875,7568.1,0,0,0,"Havlickuv Brod","east Bohemia",8388,2.41,2.94,2.675000042915344,87,1658,1668
5527,2728,1998-06-15,156420,60,2607,C,"POPLATEK TYDNE",1997-07-06,3294,1,0,0,0,0,0,0,0,0,0,0,0,2,13829,6914.5,0,0,0,"Usti nad Orlici","east Bohemia",8363,2.52,3.49,3.004999990463257,108,2564,2799
5620,3161,1998-06-16,30012,12,2501,C,"POPLATEK MESICNE",1996-08-26,3822,1,0,0,0,0,0,0,0,0,0,0,0,1,2501,2501,0,0,0,"Rychnov nad Kneznou","east Bohemia",9060,1.78,2.44,2.109999985694885,124,1655,1717
5669,3403,1998-06-27,71820,36,1995,C,"POPLATEK MESICNE",1997-05-20,4114,1,0,0,0,0,0,0,0,0,0,0,0,1,1995,1995,0,0,0,Vyskov,"south Moravia",8288,3.79,4.52,4.1549999809265135,110,1562,1460
5154,993,1998-07-01,108720,60,1812,C,"POPLATEK MESICNE",1996-11-14,1197,1,0,0,0,0,0,0,0,0,0,0,0,1,1812.300048828125,1812.3,1,1,0,"Kutna Hora","central Bohemia",8546,2.95,4.02,3.4850000238418577,126,2640,3120
5585,2988,1998-07-08,88608,12,7384,C,"POPLATEK PO OBRATU",1996-10-14,3608,1,0,1,0,0,0,0,0,0,0,0,0,1,7384,7384,0,0,0,"Zdar nad Sazavou","south Moravia",8512,3.51,4.12,3.8149999952316285,102,2247,2103
5042,330,1998-07-12,331584,48,6908,C,"POPLATEK MESICNE",1996-11-24,403,1,0,1,0,0,0,0,0,0,0,0,0,1,6908,6908,0,0,0,"Havlickuv Brod","east Bohemia",8388,2.41,2.94,2.675000042915344,87,1658,1668
5015,226,1998-07-12,109344,12,9112,C,"POPLATEK MESICNE",1997-02-23,272,1,0,0,0,0,0,0,0,0,0,0,0,2,18040,9020,1,1,0,Karvina,"north Moravia",10177,6.63,7.75,7.190000057220459,81,9878,10108
5354,2000,1998-07-14,290820,60,4847,C,"POPLATEK MESICNE",1997-08-06,2430,1,0,0,0,0,0,0,0,0,0,0,0,4,8227,2056.75,1,1,0,Kolin,"central Bohemia",9307,3.85,4.43,4.139999952316284,118,2616,3040
5365,2055,1998-07-19,271260,60,4521,C,"POPLATEK MESICNE",1997-04-17,2494,1,0,0,0,0,0,0,0,0,0,0,0,2,11365,5682.5,0,0,0,Litomerice,"north Bohemia",9065,4.46,5.39,4.925000019073487,123,4147,4166
5304,1718,1998-08-20,172272,24,7178,C,"POPLATEK MESICNE",1997-09-23,2083,1,0,0,0,0,0,0,0,0,0,0,0,2,21634,10817,0,0,0,"Novy Jicin","north Moravia",8678,5.93,5.57,5.749999914169312,102,4980,4595
5520,2699,1998-08-30,231168,48,4816,C,"POPLATEK MESICNE",1996-12-25,3257,1,0,0,0,0,0,0,0,0,0,0,0,3,9221,3073.67,1,1,0,Opava,"north Moravia",8746,3.33,3.74,3.5349999618530275,90,4355,4433
5241,1389,1998-09-02,125472,24,5228,C,"POPLATEK MESICNE",1997-08-05,1681,1,0,0,0,0,0,0,0,0,0,0,0,2,11603.7001953125,5801.85,0,0,0,Chomutov,"north Bohemia",9675,6.43,7.68,7.054999914169311,100,5323,5190
5046,349,1998-09-09,42816,12,3568,C,"POPLATEK MESICNE",1997-06-08,426,1,0,1,0,0,0,0,0,0,0,0,0,2,8228,4114,0,0,0,Olomouc,"north Moravia",8994,3.8,4.79,4.294999976158142,110,9672,9208
5334,1876,1998-09-10,209040,24,8710,C,"POPLATEK MESICNE",1997-09-20,2277,1,0,0,0,0,0,0,0,0,0,0,0,3,11762,3920.67,1,1,0,"Hl.m. Praha",Prague,12541,0.29,0.43,0.35999999582767483,167,85677,99107
5614,3137,1998-09-21,253560,60,4226,C,"POPLATEK MESICNE",1996-12-15,3793,1,0,0,0,0,0,0,0,0,0,0,0,1,4226.5,4226.5,0,0,0,Most,"north Bohemia",10446,7.34,9.4,8.370000076293945,90,4947,4743
5698,3556,1998-09-22,174840,60,2914,C,"POPLATEK MESICNE",1997-08-29,4291,1,0,0,0,0,0,0,0,0,0,0,0,3,8137.800048828125,2712.6,0,0,0,Jihlava,"south Moravia",8757,3.38,3.95,3.665000057220459,96,2212,2471
5169,1068,1998-09-24,253200,60,4220,C,"POPLATEK MESICNE",1997-02-15,1282,1,0,0,0,0,0,0,0,0,0,0,0,4,12861.5,3215.38,0,0,0,"Usti nad Orlici","east Bohemia",8363,2.52,3.49,3.004999990463257,108,2564,2799
5318,1808,1998-09-30,385584,48,8033,C,"POPLATEK MESICNE",1997-05-16,2190,1,0,1,0,0,0,0,0,0,0,0,0,1,8033.2001953125,8033.2,0,0,0,"Plzen - sever","west Bohemia",8594,1.62,2.01,1.8150000023841857,112,1580,1525
5368,2073,1998-10-05,44640,24,1860,C,"POPLATEK MESICNE",1997-08-14,2514,1,0,0,0,0,0,0,0,0,0,0,0,1,1860,1860,0,0,0,Kromeriz,"south Moravia",8444,3.24,3.47,3.355000004768372,106,2595,2305
5265,1498,1998-10-07,165780,60,2763,C,"POPLATEK TYDNE",1997-02-07,1816,1,0,0,0,0,0,0,0,0,0,0,0,1,2762.800048828125,2762.8,0,0,0,"Uherske Hradiste","south Moravia",8544,1.29,1.86,1.5749999809265138,109,2719,2906
4967,37,1998-10-14,318480,60,5308,D,"POPLATEK MESICNE",1997-08-18,45,1,0,0,0,0,0,0,0,0,0,0,0,4,10305.5,2576.38,0,0,0,Strakonice,"south Bohemia",8547,2.65,3.64,3.145000047683716,120,1563,1542
5293,1656,1998-10-29,189792,48,3954,C,"POPLATEK MESICNE",1997-02-01,2008,1,0,0,0,0,0,0,0,0,0,0,0,2,16067.300048828125,8033.65,0,0,0,Pardubice,"east Bohemia",9538,1.51,1.81,1.6599999952316284,111,6079,5410
5526,2725,1998-11-08,69624,36,1934,C,"POPLATEK MESICNE",1997-04-02,3291,1,0,0,0,0,0,0,0,0,0,0,0,4,5658,1414.5,1,1,0,"Usti nad Orlici","east Bohemia",8363,2.52,3.49,3.004999990463257,108,2564,2799
5036,309,1998-11-25,91248,48,1901,C,"POPLATEK MESICNE",1997-04-25,376,1,0,0,0,0,0,0,0,0,0,0,0,1,1901,1901,0,0,0,"Ceske Budejovice","south Bohemia",10045,1.42,1.71,1.5649999785423279,135,6604,6295
5644,3293,1998-11-27,276084,36,7669,C,"POPLATEK MESICNE",1997-08-08,3984,1,0,0,0,0,0,0,0,0,0,0,0,5,11745.7001953125,2349.14,1,1,0,"Hl.m. Praha",Prague,12541,0.29,0.43,0.35999999582767483,167,85677,99107
5428,2262,1998-12-02,230220,36,6395,C,"POPLATEK MESICNE",1997-02-08,2739,1,0,0,0,0,0,0,0,0,0,0,0,1,6395,6395,1,1,0,Rakovnik,"central Bohemia",8598,2.77,3.26,3.0149999904632567,123,1597,1875
